1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
24.30 ל  וַיְהִי כִּרְאֹת אֶת-הַנֶּזֶם, וְאֶת-הַצְּמִדִים עַל-יְדֵי אֲחֹתוֹ, וּכְשָׁמְעוֹ אֶת-דִּבְרֵי רִבְקָה אֲחֹתוֹ לֵאמֹר, כֹּה-דִבֶּר אֵלַי הָאִישׁ; וַיָּבֹא, אֶל-הָאִישׁ, וְהִנֵּה עֹמֵד עַל-הַגְּמַלִּים, עַל-הָעָיִן.	30 And it came to pass, when he saw the ring, and the bracelets upon his sister's hands, and when he heard the words of Rebekah his sister, saying: 'Thus spoke the man unto me,' that he came unto the man; and, behold, he stood by the camels at the fountain.
24.31 לא  וַיֹּאמֶר, בּוֹא בְּרוּךְ יְהוָה; לָמָּה תַעֲמֹד, בַּחוּץ, וְאָנֹכִי פִּנִּיתִי הַבַּיִת, וּמָקוֹם לַגְּמַלִּים.	31 And he said: 'Come in, thou blessed of the LORD; wherefore standest thou without? for I have cleared the house, and made room for the camels.'
24.32 לב  וַיָּבֹא הָאִישׁ הַבַּיְתָה, וַיְפַתַּח הַגְּמַלִּים; וַיִּתֵּן תֶּבֶן וּמִסְפּוֹא, לַגְּמַלִּים, וּמַיִם לִרְחֹץ רַגְלָיו, וְרַגְלֵי הָאֲנָשִׁים אֲשֶׁר אִתּוֹ.	32 And the man came into the house, and he ungirded the camels; and he gave straw and provender for the camels, and water to wash his feet and the feet of the men that were with him.
24.33 לג  ויישם (וַיּוּשַׂם) לְפָנָיו, לֶאֱכֹל, וַיֹּאמֶר לֹא אֹכַל, עַד אִם-דִּבַּרְתִּי דְּבָרָי; וַיֹּאמֶר, דַּבֵּר.	33 And there was set food before him to eat; but he said: 'I will not eat, until I have told mine errand.' And he said: 'Speak on.'
24.34 לד  וַיֹּאמַר:  עֶבֶד אַבְרָהָם, אָנֹכִי.	34 And he said: 'I am Abraham's servant.
24.35 לה  וַיהוָה בֵּרַךְ אֶת-אֲדֹנִי, מְאֹד--וַיִּגְדָּל; וַיִּתֶּן-לוֹ צֹאן וּבָקָר, וְכֶסֶף וְזָהָב, וַעֲבָדִם וּשְׁפָחֹת, וּגְמַלִּים וַחֲמֹרִים.	35 And the LORD hath blessed my master greatly; and he is become great; and He hath given him flocks and herds, and silver and gold, and men-servants and maid-servants, and camels and asses.
24.36 לו  וַתֵּלֶד שָׂרָה אֵשֶׁת אֲדֹנִי בֵן, לַאדֹנִי, אַחֲרֵי, זִקְנָתָהּ; וַיִּתֶּן-לוֹ, אֶת-כָּל-אֲשֶׁר-לוֹ.	36 And Sarah my master's wife bore a son to my master when she was old; and unto him hath he given all that he hath.
24.37 לז  וַיַּשְׁבִּעֵנִי אֲדֹנִי, לֵאמֹר:  לֹא-תִקַּח אִשָּׁה, לִבְנִי, מִבְּנוֹת הַכְּנַעֲנִי, אֲשֶׁר אָנֹכִי יֹשֵׁב בְּאַרְצוֹ.	37 And my master made me swear, saying: Thou shalt not take a wife for my son of the daughters of the Canaanites, in whose land I dwell.
24.38 לח  אִם-לֹא אֶל-בֵּית-אָבִי תֵּלֵךְ, וְאֶל-מִשְׁפַּחְתִּי; וְלָקַחְתָּ אִשָּׁה, לִבְנִי.	38 But thou shalt go unto my father's house, and to my kindred, and take a wife for my son.
24.39 לט  וָאֹמַר, אֶל-אֲדֹנִי:  אֻלַי לֹא-תֵלֵךְ הָאִשָּׁה, אַחֲרָי.	39 And I said unto my master: Peradventure the woman will not follow me.
24.40 מ  וַיֹּאמֶר, אֵלָי:  יְהוָה אֲשֶׁר-הִתְהַלַּכְתִּי לְפָנָיו, יִשְׁלַח מַלְאָכוֹ אִתָּךְ וְהִצְלִיחַ דַּרְכֶּךָ, וְלָקַחְתָּ אִשָּׁה לִבְנִי, מִמִּשְׁפַּחְתִּי וּמִבֵּית אָבִי.	40 And he said unto me: The LORD, before whom I walk, will send His angel with thee, and prosper thy way; and thou shalt take a wife for my son of my kindred, and of my father's house;
24.41 מא  אָז תִּנָּקֶה מֵאָלָתִי, כִּי תָבוֹא אֶל-מִשְׁפַּחְתִּי; וְאִם-לֹא יִתְּנוּ לָךְ, וְהָיִיתָ נָקִי מֵאָלָתִי.	41 then shalt thou be clear from my oath, when thou comest to my kindred; and if they give her not to thee, thou shalt be clear from my oath.
24.42 מב  וָאָבֹא הַיּוֹם, אֶל-הָעָיִן; וָאֹמַר, יְהוָה אֱלֹהֵי אֲדֹנִי אַבְרָהָם, אִם-יֶשְׁךָ-נָּא מַצְלִיחַ דַּרְכִּי, אֲשֶׁר אָנֹכִי הֹלֵךְ עָלֶיהָ.	42 And I came this day unto the fountain, and said: O LORD, the God of my master Abraham, if now Thou do prosper my way which I go:
24.43 מג  הִנֵּה אָנֹכִי נִצָּב, עַל-עֵין הַמָּיִם; וְהָיָה הָעַלְמָה, הַיֹּצֵאת לִשְׁאֹב, וְאָמַרְתִּי אֵלֶיהָ, הַשְׁקִינִי-נָא מְעַט-מַיִם מִכַּדֵּךְ.	43 behold, I stand by the fountain of water; and let it come to pass, that the maiden that cometh forth to draw, to whom I shall say: Give me, I pray thee, a little water from thy pitcher to drink;
24.44 מד  וְאָמְרָה אֵלַי גַּם-אַתָּה שְׁתֵה, וְגַם לִגְמַלֶּיךָ אֶשְׁאָב--הִוא הָאִשָּׁה, אֲשֶׁר-הֹכִיחַ יְהוָה לְבֶן-אֲדֹנִי.	44 and she shall say to me: Both drink thou, and I will also draw for thy camels; let the same be the woman whom the LORD hath appointed for my master's son.
24.45 מה  אֲנִי טֶרֶם אֲכַלֶּה לְדַבֵּר אֶל-לִבִּי, וְהִנֵּה רִבְקָה יֹצֵאת וְכַדָּהּ עַל-שִׁכְמָהּ, וַתֵּרֶד הָעַיְנָה, וַתִּשְׁאָב; וָאֹמַר אֵלֶיהָ, הַשְׁקִינִי נָא.	45 And before I had done speaking to my heart, behold, Rebekah came forth with her pitcher on her shoulder; and she went down unto the fountain, and drew. And I said unto her: Let me drink, I pray thee.
24.46 מו  וַתְּמַהֵר, וַתּוֹרֶד כַּדָּהּ מֵעָלֶיהָ, וַתֹּאמֶר שְׁתֵה, וְגַם-גְּמַלֶּיךָ אַשְׁקֶה; וָאֵשְׁתְּ, וְגַם הַגְּמַלִּים הִשְׁקָתָה.	46 And she made haste, and let down her pitcher from her shoulder, and said: Drink, and I will give thy camels drink also. So I drank, and she made the camels drink also.
24.47 מז  וָאֶשְׁאַל אֹתָהּ, וָאֹמַר בַּת-מִי אַתְּ, וַתֹּאמֶר בַּת-בְּתוּאֵל בֶּן-נָחוֹר, אֲשֶׁר יָלְדָה-לּוֹ מִלְכָּה; וָאָשִׂם הַנֶּזֶם עַל-אַפָּהּ, וְהַצְּמִידִים עַל-יָדֶיהָ.	47 And I asked her, and said: Whose daughter art thou? And she said: The daughter of Bethuel, Nahor's son, whom Milcah bore unto him. And I put the ring upon her nose, and the bracelets upon her hands.
24.48 מח  וָאֶקֹּד וָאֶשְׁתַּחֲוֶה, לַיהוָה; וָאֲבָרֵךְ, אֶת-יְהוָה אֱלֹהֵי אֲדֹנִי אַבְרָהָם, אֲשֶׁר הִנְחַנִי בְּדֶרֶךְ אֱמֶת, לָקַחַת אֶת-בַּת-אֲחִי אֲדֹנִי לִבְנוֹ.	48 And I bowed my head, and prostrated myself before the LORD, and blessed the LORD, the God of my master Abraham, who had led me in the right way to take my master's brother's daughter for his son.
24.49 מט  וְעַתָּה אִם-יֶשְׁכֶם עֹשִׂים חֶסֶד וֶאֱמֶת, אֶת-אֲדֹנִי--הַגִּידוּ לִי; וְאִם-לֹא--הַגִּידוּ לִי, וְאֶפְנֶה עַל-יָמִין אוֹ עַל-שְׂמֹאל.	49 And now if ye will deal kindly and truly with my master, tell me; and if not, tell me; that I may turn to the right hand, or to the left.'
24.50 נ  וַיַּעַן לָבָן וּבְתוּאֵל וַיֹּאמְרוּ, מֵיְהוָה יָצָא הַדָּבָר; לֹא נוּכַל דַּבֵּר אֵלֶיךָ, רַע אוֹ-טוֹב.	50 Then Laban and Bethuel answered and said: 'The thing proceedeth from the LORD; we cannot speak unto thee bad or good.
24.51 נא  הִנֵּה-רִבְקָה לְפָנֶיךָ, קַח וָלֵךְ; וּתְהִי אִשָּׁה לְבֶן-אֲדֹנֶיךָ, כַּאֲשֶׁר דִּבֶּר יְהוָה.	51 Behold, Rebekah is before thee, take her, and go, and let her be thy master's son's wife, as the LORD hath spoken.'
24.52 נב  וַיְהִי, כַּאֲשֶׁר שָׁמַע עֶבֶד אַבְרָהָם אֶת-דִּבְרֵיהֶם; וַיִּשְׁתַּחוּ אַרְצָה, לַיהוָה.	52 And it came to pass, that, when Abraham's servant heard their words, he bowed himself down to the earth unto the LORD.
24.53 נג  וַיּוֹצֵא הָעֶבֶד כְּלֵי-כֶסֶף וּכְלֵי זָהָב, וּבְגָדִים, וַיִּתֵּן, לְרִבְקָה; וּמִגְדָּנֹת--נָתַן לְאָחִיהָ, וּלְאִמָּהּ.	53 And the servant brought forth jewels of silver, and jewels of gold, and raiment, and gave them to Rebekah; he gave also to her brother and to her mother precious things.
24.54 נד  וַיֹּאכְלוּ וַיִּשְׁתּוּ, הוּא וְהָאֲנָשִׁים אֲשֶׁר-עִמּוֹ--וַיָּלִינוּ; וַיָּקוּמוּ בַבֹּקֶר, וַיֹּאמֶר שַׁלְּחֻנִי לַאדֹנִי.	54 And they did eat and drink, he and the men that were with him, and tarried all night; and they rose up in the morning, and he said: 'Send me away unto my master.'
24.55 נה  וַיֹּאמֶר אָחִיהָ וְאִמָּהּ, תֵּשֵׁב הַנַּעֲרָ אִתָּנוּ יָמִים אוֹ עָשׂוֹר; אַחַר, תֵּלֵךְ.	55 And her brother and her mother said: 'Let the damsel abide with us a few days, at the least ten; after that she shall go.'
24.56 נו  וַיֹּאמֶר אֲלֵהֶם אַל-תְּאַחֲרוּ אֹתִי, וַיהוָה הִצְלִיחַ דַּרְכִּי; שַׁלְּחוּנִי, וְאֵלְכָה לַאדֹנִי.	56 And he said unto them: 'Delay me not, seeing the LORD hath prospered my way; send me away that I may go to my master.'
24.57 נז  וַיֹּאמְרוּ, נִקְרָא לַנַּעֲרָ, וְנִשְׁאֲלָה, אֶת-פִּיהָ.	57 And they said: 'We will call the damsel, and inquire at her mouth.'
24.58 נח  וַיִּקְרְאוּ לְרִבְקָה וַיֹּאמְרוּ אֵלֶיהָ, הֲתֵלְכִי עִם-הָאִישׁ הַזֶּה; וַתֹּאמֶר, אֵלֵךְ.	58 And they called Rebekah, and said unto her: 'Wilt thou go with this man?' And she said: 'I will go.'
24.59 נט  וַיְשַׁלְּחוּ אֶת-רִבְקָה אֲחֹתָם, וְאֶת-מֵנִקְתָּהּ, וְאֶת-עֶבֶד אַבְרָהָם, וְאֶת-אֲנָשָׁיו.	59 And they sent away Rebekah their sister, and her nurse, and Abraham's servant, and his men.
24.60 ס  וַיְבָרְכוּ אֶת-רִבְקָה, וַיֹּאמְרוּ לָהּ--אֲחֹתֵנוּ, אַתְּ הֲיִי לְאַלְפֵי רְבָבָה; וְיִירַשׁ זַרְעֵךְ, אֵת שַׁעַר שֹׂנְאָיו.	60 And they blessed Rebekah, and said unto her: 'Our sister, be thou the mother of thousands of ten thousands, and let thy seed possess the gate of those that hate them.'
24.61 סא  וַתָּקָם רִבְקָה וְנַעֲרֹתֶיהָ, וַתִּרְכַּבְנָה עַל-הַגְּמַלִּים, וַתֵּלַכְנָה, אַחֲרֵי הָאִישׁ; וַיִּקַּח הָעֶבֶד אֶת-רִבְקָה, וַיֵּלַךְ.	61 And Rebekah arose, and her damsels, and they rode upon the camels, and followed the man. And the servant took Rebekah, and went his way.
24.62 סב  וְיִצְחָק בָּא מִבּוֹא, בְּאֵר לַחַי רֹאִי; וְהוּא יוֹשֵׁב, בְּאֶרֶץ הַנֶּגֶב.	62 And Isaac came from the way of Beer-lahai-roi; for he dwelt in the land of the South.
24.63 סג  וַיֵּצֵא יִצְחָק לָשׂוּחַ בַּשָּׂדֶה, לִפְנוֹת עָרֶב; וַיִּשָּׂא עֵינָיו וַיַּרְא, וְהִנֵּה גְמַלִּים בָּאִים.	63 And Isaac went out to meditate in the field at the eventide; and he lifted up his eyes, and saw, and, behold, there were camels coming.
24.64 סד  וַתִּשָּׂא רִבְקָה אֶת-עֵינֶיהָ, וַתֵּרֶא אֶת-יִצְחָק; וַתִּפֹּל, מֵעַל הַגָּמָל.	64 And Rebekah lifted up her eyes, and when she saw Isaac, she alighted from the camel.
24.65 סה  וַתֹּאמֶר אֶל-הָעֶבֶד, מִי-הָאִישׁ הַלָּזֶה הַהֹלֵךְ בַּשָּׂדֶה לִקְרָאתֵנוּ, וַיֹּאמֶר הָעֶבֶד, הוּא אֲדֹנִי; וַתִּקַּח הַצָּעִיף, וַתִּתְכָּס.	65 And she said unto the servant: 'What man is this that walketh in the field to meet us?' And the servant said: 'It is my master.' And she took her veil, and covered herself.
24.66 סו  וַיְסַפֵּר הָעֶבֶד, לְיִצְחָק, אֵת כָּל-הַדְּבָרִים, אֲשֶׁר עָשָׂה.	66 And the servant told Isaac all the things that he had done.
24.67 סז  וַיְבִאֶהָ יִצְחָק, הָאֹהֱלָה שָׂרָה אִמּוֹ, וַיִּקַּח אֶת-רִבְקָה וַתְּהִי-לוֹ לְאִשָּׁה, וַיֶּאֱהָבֶהָ; וַיִּנָּחֵם יִצְחָק, אַחֲרֵי אִמּוֹ.  {פ}	67 And Isaac brought her into his mother Sarah's tent, and took Rebekah, and she became his wife; and he loved her. And Isaac was comforted for his mother. {P}
25.1 א  וַיֹּסֶף אַבְרָהָם וַיִּקַּח אִשָּׁה, וּשְׁמָהּ קְטוּרָה.	1 And Abraham took another wife, and her name was Keturah.
25.2 ב  וַתֵּלֶד לוֹ, אֶת-זִמְרָן וְאֶת-יָקְשָׁן, וְאֶת-מְדָן, וְאֶת-מִדְיָן--וְאֶת-יִשְׁבָּק, וְאֶת-שׁוּחַ.	2 And she bore him Zimran, and Jokshan, and Medan, and Midian, and Ishbak, and Shuah.
25.3 ג  וְיָקְשָׁן יָלַד, אֶת-שְׁבָא וְאֶת-דְּדָן; וּבְנֵי דְדָן, הָיוּ אַשּׁוּרִם וּלְטוּשִׁם וּלְאֻמִּים.	3 And Jokshan begot Sheba, and Dedan. And the sons of Dedan were Asshurim, and Letushim, and Leummim.
25.4 ד  וּבְנֵי מִדְיָן, עֵיפָה וָעֵפֶר וַחֲנֹךְ, וַאֲבִידָע, וְאֶלְדָּעָה; כָּל-אֵלֶּה, בְּנֵי קְטוּרָה.	4 And the sons of Midian: Ephah, and Epher, and Hanoch, and Abida, and Eldaah. All these were the children of Keturah.
25.5 ה  וַיִּתֵּן אַבְרָהָם אֶת-כָּל-אֲשֶׁר-לוֹ, לְיִצְחָק.	5 And Abraham gave all that he had unto Isaac.
25.6 ו  וְלִבְנֵי הַפִּילַגְשִׁים אֲשֶׁר לְאַבְרָהָם, נָתַן אַבְרָהָם מַתָּנֹת; וַיְשַׁלְּחֵם מֵעַל יִצְחָק בְּנוֹ, בְּעוֹדֶנּוּ חַי, קֵדְמָה, אֶל-אֶרֶץ קֶדֶם.	6 But unto the sons of the concubines, that Abraham had, Abraham gave gifts; and he sent them away from Isaac his son, while he yet lived, eastward, unto the east country.
25.7 ז  וְאֵלֶּה, יְמֵי שְׁנֵי-חַיֵּי אַבְרָהָם--אֲשֶׁר-חָי:  מְאַת שָׁנָה וְשִׁבְעִים שָׁנָה, וְחָמֵשׁ שָׁנִים.	7 And these are the days of the years of Abraham's life which he lived, a hundred threescore and fifteen years.
25.8 ח  וַיִּגְוַע וַיָּמָת אַבְרָהָם בְּשֵׂיבָה טוֹבָה, זָקֵן וְשָׂבֵעַ; וַיֵּאָסֶף, אֶל-עַמָּיו.	8 And Abraham expired, and died in a good old age, an old man, and full of years; and was gathered to his people.
25.9 ט  וַיִּקְבְּרוּ אֹתוֹ יִצְחָק וְיִשְׁמָעֵאל, בָּנָיו, אֶל-מְעָרַת, הַמַּכְפֵּלָה:  אֶל-שְׂדֵה עֶפְרֹן בֶּן-צֹחַר, הַחִתִּי, אֲשֶׁר, עַל-פְּנֵי מַמְרֵא.	9 And Isaac and Ishmael his sons buried him in the cave of Machpelah, in the field of Ephron the son of Zohar the Hittite, which is before Mamre;
25.10 י  הַשָּׂדֶה אֲשֶׁר-קָנָה אַבְרָהָם, מֵאֵת בְּנֵי-חֵת--שָׁמָּה קֻבַּר אַבְרָהָם, וְשָׂרָה אִשְׁתּוֹ.	10 the field which Abraham purchased of the children of Heth; there was Abraham buried, and Sarah his wife.
25.11 יא  וַיְהִי, אַחֲרֵי מוֹת אַבְרָהָם, וַיְבָרֶךְ אֱלֹהִים, אֶת-יִצְחָק בְּנוֹ; וַיֵּשֶׁב יִצְחָק, עִם-בְּאֵר לַחַי רֹאִי.  {פ}	11 And it came to pass after the death of Abraham, that God blessed Isaac his son; and Isaac dwelt by Beer-lahai-roi. {P}
25.12 יב  וְאֵלֶּה תֹּלְדֹת יִשְׁמָעֵאל, בֶּן-אַבְרָהָם:  אֲשֶׁר יָלְדָה הָגָר הַמִּצְרִית, שִׁפְחַת שָׂרָה--לְאַבְרָהָם.	12 Now these are the generations of Ishmael, Abraham's son, whom Hagar the Egyptian, Sarah's handmaid, bore unto Abraham.
25.13 יג  וְאֵלֶּה, שְׁמוֹת בְּנֵי יִשְׁמָעֵאל, בִּשְׁמֹתָם, לְתוֹלְדֹתָם:  בְּכֹר יִשְׁמָעֵאל נְבָיֹת, וְקֵדָר וְאַדְבְּאֵל וּמִבְשָׂם.	13 And these are the names of the sons of Ishmael, by their names, according to their generations: the first-born of Ishmael, Nebaioth; and Kedar, and Adbeel, and Mibsam,
25.14 יד  וּמִשְׁמָע וְדוּמָה, וּמַשָּׂא.	14 and Mishma, and Dumah, and Massa;
25.15 טו  חֲדַד וְתֵימָא, יְטוּר נָפִישׁ וָקֵדְמָה.	15 Hadad, and Tema, Jetur, Naphish, and Kedem;
25.16 טז  אֵלֶּה הֵם בְּנֵי יִשְׁמָעֵאל, וְאֵלֶּה שְׁמֹתָם, בְּחַצְרֵיהֶם, וּבְטִירֹתָם--שְׁנֵים-עָשָׂר נְשִׂיאִם, לְאֻמֹּתָם.	16 these are the sons of Ishmael, and these are their names, by their villages, and by their encampments; twelve princes according to their nations.
25.17 יז  וְאֵלֶּה, שְׁנֵי חַיֵּי יִשְׁמָעֵאל--מְאַת שָׁנָה וּשְׁלֹשִׁים שָׁנָה, וְשֶׁבַע שָׁנִים; וַיִּגְוַע וַיָּמָת, וַיֵּאָסֶף אֶל-עַמָּיו.	17 And these are the years of the life of Ishmael, a hundred and thirty and seven years; and he expired and died; and was gathered unto his people.
25.18 יח  וַיִּשְׁכְּנוּ מֵחֲוִילָה עַד-שׁוּר, אֲשֶׁר עַל-פְּנֵי מִצְרַיִם, בֹּאֲכָה, אַשּׁוּרָה; עַל-פְּנֵי כָל-אֶחָיו, נָפָל.  {פ}	18 And they dwelt from Havilah unto Shur that is before Egypt, as thou goest toward Asshur: over against all his brethren he did settle. {P}
25.19 יט  וְאֵלֶּה תּוֹלְדֹת יִצְחָק, בֶּן-אַבְרָהָם:  אַבְרָהָם, הוֹלִיד אֶת-יִצְחָק.	19 And these are the generations of Isaac, Abraham's son: Abraham begot Isaac.
25.20 כ  וַיְהִי יִצְחָק, בֶּן-אַרְבָּעִים שָׁנָה, בְּקַחְתּוֹ אֶת-רִבְקָה בַּת-בְּתוּאֵל הָאֲרַמִּי, מִפַּדַּן אֲרָם--אֲחוֹת לָבָן הָאֲרַמִּי, לוֹ לְאִשָּׁה.	20 And Isaac was forty years old when he took Rebekah, the daughter of Bethuel the Aramean, of Paddan-aram, the sister of Laban the Aramean, to be his wife.
25.21 כא  וַיֶּעְתַּר יִצְחָק לַיהוָה לְנֹכַח אִשְׁתּוֹ, כִּי עֲקָרָה הִוא; וַיֵּעָתֶר לוֹ יְהוָה, וַתַּהַר רִבְקָה אִשְׁתּוֹ.	21 And Isaac entreated the LORD for his wife, because she was barren; and the LORD let Himself be entreated of him, and Rebekah his wife conceived.
25.22 כב  וַיִּתְרֹצְצוּ הַבָּנִים, בְּקִרְבָּהּ, וַתֹּאמֶר אִם-כֵּן, לָמָּה זֶּה אָנֹכִי; וַתֵּלֶךְ, לִדְרֹשׁ אֶת-יְהוָה.	22 And the children struggled together within her; and she said: 'If it be so, wherefore do I live?' And she went to inquire of the LORD.
25.23 כג  וַיֹּאמֶר יְהוָה לָהּ, שְׁנֵי גֹיִים בְּבִטְנֵךְ, וּשְׁנֵי לְאֻמִּים, מִמֵּעַיִךְ יִפָּרֵדוּ; וּלְאֹם מִלְאֹם יֶאֱמָץ, וְרַב יַעֲבֹד צָעִיר.	23 And the LORD said unto her: Two nations are in thy womb, and two peoples shall be separated from thy bowels; and the one people shall be stronger than the other people; and the elder shall serve the younger.
25.24 כד  וַיִּמְלְאוּ יָמֶיהָ, לָלֶדֶת; וְהִנֵּה תוֹמִם, בְּבִטְנָהּ.	24 And when her days to be delivered were fulfilled, behold, there were twins in her womb.
25.25 כה  וַיֵּצֵא הָרִאשׁוֹן אַדְמוֹנִי, כֻּלּוֹ כְּאַדֶּרֶת שֵׂעָר; וַיִּקְרְאוּ שְׁמוֹ, עֵשָׂו.	25 And the first came forth ruddy, all over like a hairy mantle; and they called his name Esau.
25.26 כו  וְאַחֲרֵי-כֵן יָצָא אָחִיו, וְיָדוֹ אֹחֶזֶת בַּעֲקֵב עֵשָׂו, וַיִּקְרָא שְׁמוֹ, יַעֲקֹב; וְיִצְחָק בֶּן-שִׁשִּׁים שָׁנָה, בְּלֶדֶת אֹתָם.	26 And after that came forth his brother, and his hand had hold on Esau's heel; and his name was called Jacob. And Isaac was threescore years old when she bore them.
25.27 כז  וַיִּגְדְּלוּ, הַנְּעָרִים, וַיְהִי עֵשָׂו אִישׁ יֹדֵעַ צַיִד, אִישׁ שָׂדֶה; וְיַעֲקֹב אִישׁ תָּם, יֹשֵׁב אֹהָלִים.	27 And the boys grew; and Esau was a cunning hunter, a man of the field; and Jacob was a quiet man, dwelling in tents.
25.28 כח  וַיֶּאֱהַב יִצְחָק אֶת-עֵשָׂו, כִּי-צַיִד בְּפִיו; וְרִבְקָה, אֹהֶבֶת אֶת-יַעֲקֹב.	28 Now Isaac loved Esau, because he did eat of his venison; and Rebekah loved Jacob.
25.29 כט  וַיָּזֶד יַעֲקֹב, נָזִיד; וַיָּבֹא עֵשָׂו מִן-הַשָּׂדֶה, וְהוּא עָיֵף.	29 And Jacob sod pottage; and Esau came in from the field, and he was faint.
25.30 ל  וַיֹּאמֶר עֵשָׂו אֶל-יַעֲקֹב, הַלְעִיטֵנִי נָא מִן-הָאָדֹם הָאָדֹם הַזֶּה--כִּי עָיֵף, אָנֹכִי; עַל-כֵּן קָרָא-שְׁמוֹ, אֱדוֹם.	30 And Esau said to Jacob: 'Let me swallow, I pray thee, some of this red, red pottage; for I am faint.' Therefore was his name called Edom.
25.31 לא  וַיֹּאמֶר, יַעֲקֹב:  מִכְרָה כַיּוֹם אֶת-בְּכֹרָתְךָ, לִי.	31 And Jacob said: 'Sell me first thy birthright.'
25.32 לב  וַיֹּאמֶר עֵשָׂו, הִנֵּה אָנֹכִי הוֹלֵךְ לָמוּת; וְלָמָּה-זֶּה לִי, בְּכֹרָה.	32 And Esau said: 'Behold, I am at the point to die; and what profit shall the birthright do to me?'
25.33 לג  וַיֹּאמֶר יַעֲקֹב, הִשָּׁבְעָה לִּי כַּיּוֹם, וַיִּשָּׁבַע, לוֹ; וַיִּמְכֹּר אֶת-בְּכֹרָתוֹ, לְיַעֲקֹב.	33 And Jacob said: 'Swear to me first'; and he swore unto him; and he sold his birthright unto Jacob.
25.34 לד  וְיַעֲקֹב נָתַן לְעֵשָׂו, לֶחֶם וּנְזִיד עֲדָשִׁים, וַיֹּאכַל וַיֵּשְׁתְּ, וַיָּקָם וַיֵּלַךְ; וַיִּבֶז עֵשָׂו, אֶת-הַבְּכֹרָה.  {פ}	34 And Jacob gave Esau bread and pottage of lentils; and he did eat and drink, and rose up, and went his way. So Esau despised his birthright. {P}
26.1 א  וַיְהִי רָעָב, בָּאָרֶץ, מִלְּבַד הָרָעָב הָרִאשׁוֹן, אֲשֶׁר הָיָה בִּימֵי אַבְרָהָם; וַיֵּלֶךְ יִצְחָק אֶל-אֲבִימֶלֶךְ מֶלֶךְ-פְּלִשְׁתִּים, גְּרָרָה.	1 And there was a famine in the land, beside the first famine that was in the days of Abraham. And Isaac went unto Abimelech king of the Philistines unto Gerar.
26.2 ב  וַיֵּרָא אֵלָיו יְהוָה, וַיֹּאמֶר אַל-תֵּרֵד מִצְרָיְמָה:  שְׁכֹן בָּאָרֶץ, אֲשֶׁר אֹמַר אֵלֶיךָ.	2 And the LORD appeared unto him, and said: 'Go not down unto Egypt; dwell in the land which I shall tell thee of.
26.3 ג  גּוּר בָּאָרֶץ הַזֹּאת, וְאֶהְיֶה עִמְּךָ וַאֲבָרְכֶךָּ:  כִּי-לְךָ וּלְזַרְעֲךָ, אֶתֵּן אֶת-כָּל-הָאֲרָצֹת הָאֵל, וַהֲקִמֹתִי אֶת-הַשְּׁבֻעָה, אֲשֶׁר נִשְׁבַּעְתִּי לְאַבְרָהָם אָבִיךָ.	3 Sojourn in this land, and I will be with thee, and will bless thee; for unto thee, and unto thy seed, I will give all these lands, and I will establish the oath which I swore unto Abraham thy father;
26.4 ד  וְהִרְבֵּיתִי אֶת-זַרְעֲךָ, כְּכוֹכְבֵי הַשָּׁמַיִם, וְנָתַתִּי לְזַרְעֲךָ, אֵת כָּל-הָאֲרָצֹת הָאֵל; וְהִתְבָּרְכוּ בְזַרְעֲךָ, כֹּל גּוֹיֵי הָאָרֶץ.	4 and I will multiply thy seed as the stars of heaven, and will give unto thy seed all these lands; and by thy seed shall all the nations of the earth bless themselves;
26.5 ה  עֵקֶב, אֲשֶׁר-שָׁמַע אַבְרָהָם בְּקֹלִי; וַיִּשְׁמֹר, מִשְׁמַרְתִּי, מִצְוֺתַי, חֻקּוֹתַי וְתוֹרֹתָי.	5 because that Abraham hearkened to My voice, and kept My charge, My commandments, My statutes, and My laws.'
26.6 ו  וַיֵּשֶׁב יִצְחָק, בִּגְרָר.	6 And Isaac dwelt in Gerar.
26.7 ז  וַיִּשְׁאֲלוּ אַנְשֵׁי הַמָּקוֹם, לְאִשְׁתּוֹ, וַיֹּאמֶר, אֲחֹתִי הִוא:  כִּי יָרֵא, לֵאמֹר אִשְׁתִּי, פֶּן-יַהַרְגֻנִי אַנְשֵׁי הַמָּקוֹם עַל-רִבְקָה, כִּי-טוֹבַת מַרְאֶה הִוא.	7 And the men of the place asked him of his wife; and he said: 'She is my sister'; for he feared to say: 'My wife'; 'lest the men of the place should kill me for Rebekah, because she is fair to look upon.'
26.8 ח  וַיְהִי, כִּי אָרְכוּ-לוֹ שָׁם הַיָּמִים, וַיַּשְׁקֵף אֲבִימֶלֶךְ מֶלֶךְ פְּלִשְׁתִּים, בְּעַד הַחַלּוֹן; וַיַּרְא, וְהִנֵּה יִצְחָק מְצַחֵק, אֵת, רִבְקָה אִשְׁתּוֹ.	8 And it came to pass, when he had been there a long time, that Abimelech king of the Philistines looked out at a window, and saw, and, behold, Isaac was sporting with Rebekah his wife.
